Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
10.01494122,-0.1767271,-0.2105978,0.01743644,-0.3717079,0.3524548,0.8507601
10.01745033,-0.1150116,-0.3304737,0.0785075,-0.3654022,0.3544268,0.8487964
10.01995945,-0.1149755,-0.2703988,0.01740629,-0.3678191,0.3514975,0.8497536
10.02246904,-0.2382592,-0.2703139,-0.04367571,-0.3702166,0.3495326,0.8541028
10.02497816,-0.1765244,-0.390171,-0.1047385,-0.3697356,0.3451636,0.851157
10.02748776,-0.2997888,-0.2101354,0.01744745,-0.3697129,0.3461268,0.8550322
10.02999687,-0.2996946,-0.0901273,-0.1047111,-0.3668114,0.3466291,0.8525979
10.03250647,-0.2379405,-0.09009898,-0.1046782,-0.3677669,0.3451617,0.8545243
10.03501558,-0.2378658,-0.3299547,0.01750775,-0.3697082,0.3456391,0.8555107
10.0375247,-0.3611109,-0.5097642,-0.1046508,-0.3716668,0.3475807,0.8545786
10.04003477,-0.3609974,-0.389662,-0.104618,-0.370183,0.3480624,0.8584376
10.04254437,-0.2992241,-0.2695975,-0.1045851,-0.3673076,0.3466311,0.8511521
10.04505348,-0.2374702,-0.2695128,-0.1656288,-0.3682849,0.3500305,0.8521593
10.0475626,-0.2990555,-0.2094571,-0.2877298,-0.3716507,0.3475747,0.8569947
10.05007219,-0.4222814,-0.1494203,-0.1654863,-0.3701756,0.3436869,0.8574285
10.05258131,-0.3604888,-0.3292864,-0.1043578,-0.3696761,0.3446553,0.8598503
10.0550909,-0.4220354,-0.449125,0.01782806,-0.3677573,0.345158,0.8559739
10.05760002,-0.4835627,-0.4489839,-0.04325407,-0.3692022,0.3466052,0.8588989
10.06010962,-0.4217509,-0.3888718,-0.04324048,-0.371638,0.3465982,0.8584349
10.06261873,-0.3599585,-0.4487207,-0.0432269,-0.3677607,0.3441876,0.854998
10.0651288,-0.3598455,-0.4485797,-0.04321332,-0.3697017,0.3456367,0.8564772
10.06763792,-0.3597324,-0.3284968,-0.04319974,-0.3687448,0.3456461,0.8540534
10.07014751,-0.3596194,-0.2684225,-0.1653393,-0.3697115,0.3446687,0.8545348
10.07265663,-0.3595064,-0.4482513,-0.1652873,-0.3687256,0.3446671,0.8564601
10.07516575,-0.5443731,-0.3281684,-0.1041588,-0.3677355,0.3402913,0.856893
10.07767534,-0.4208823,-0.3280653,-0.2262792,-0.3701723,0.3446573,0.8584044
10.08018446,-0.4207501,-0.4479043,0.01809804,-0.3638636,0.3446847,0.8559386
10.08269405,-0.358958,-0.2678505,-0.2262138,-0.3658063,0.3456486,0.8569298
10.08520317,-0.4205052,-0.2677664,-0.1650662,-0.3677809,0.348568,0.8540742
10.08771324,-0.482033,-0.2676823,0.01821528,-0.3692278,0.3475865,0.8555259
10.09022236,-0.4818815,-0.3875402,-0.04286698,-0.3687067,0.3417449,0.8578813
10.09273195,-0.3584103,-0.4473895,-0.1039301,-0.3692092,0.342721,0.8559617
10.09524107,-0.2966378,-0.5671909,-0.1038974,-0.3677605,0.3451593,0.8554907
10.09775066,-0.4198644,-0.3870997,-0.1038648,-0.3667934,0.3480799,0.8559947
10.10025978,-0.4813924,-0.4469491,0.07939748,-0.3648377,0.3480829,0.8574291
10.1027689,-0.3579214,-0.3268667,-0.1038571,-0.3653471,0.3461464,0.853065
10.10527849,-0.357809,-0.266793,-0.2259775,-0.3672775,0.3432188,0.8540183
10.10778761,-0.4810164,-0.2667091,-0.2259065,-0.3682612,0.3475922,0.8545518
10.11029768,-0.604185,-0.2666253,-0.2258356,-0.3711583,0.3436872,0.8559864
10.1128068,-0.6656551,-0.3265126,-0.2868412,-0.3687316,0.3475845,0.8569717
10.11531639,-0.5421262,-0.4463521,-0.164598,-0.3672372,0.3436895,0.8603049
10.11782551,-0.5419558,-0.3262698,-0.1645463,-0.3662723,0.34321,0.8588428
10.1203351,-0.4801257,-0.3861383,-0.103418,-0.3667839,0.3471047,0.8569517
10.12284422,-0.4799749,-0.386017,-0.1644621,-0.3701914,0.3456362,0.8559977
10.12535381,-0.5414839,-0.2659537,-0.1033339,-0.3663171,0.3451703,0.8530632
10.12786293,-0.5413138,-0.4457832,-0.286531,-0.3667686,0.3422403,0.8569043
10.13037205,-0.6028037,-0.4456432,-0.04213484,-0.3677571,0.3461297,0.8564667
10.13288212,-0.4792946,-0.3855321,-0.2253512,-0.3692589,0.3441972,0.8492107
10.13539171,-0.4174841,-0.385411,-0.1642039,-0.3687555,0.3490511,0.8540866
10.13790083,-0.6639925,-0.3253189,-0.2863054,-0.3672783,0.3485636,0.8564865
10.14040995,-0.5404641,-0.3851877,-0.1640624,-0.3691962,0.3436878,0.8583873
10.14291954,-0.4786344,-0.3850667,-0.1640108,-0.3657826,0.3432104,0.8593222
10.14542866,-0.5401439,-0.4449168,-0.2250358,-0.3682457,0.3436995,0.8549971
10.14793825,-0.4783144,-0.504748,-0.2860417,-0.3726308,0.3436871,0.8540651
10.15044737,-0.5398239,-0.3246764,-0.1637987,-0.3711516,0.3456281,0.8579383
10.15295744,-0.6013143,-0.3845454,-0.2859004,-0.3692089,0.3446643,0.8569471
10.15546656,-0.6011254,-0.5643377,-0.04150438,-0.3697318,0.3490491,0.853611
10.15797615,-0.4159569,-0.3842473,-0.224721,-0.3668098,0.3461427,0.8525932
10.16048527,-0.4158262,-0.3841266,-0.2246504,-0.3677444,0.3451532,0.8579068
10.16299486,-0.4156955,-0.4439769,-0.2856563,-0.3706752,0.3427185,0.8550067
10.16550398,-0.415565,-0.2639244,-0.3466431,-0.3682506,0.3432155,0.8540259
10.1680131,-0.4154344,-0.5037256,-0.1022281,-0.3711186,0.3402713,0.8603023
10.17052269,-0.4769638,-0.4435963,-0.1632725,-0.3638404,0.348563,0.8612919
10.17303181,-0.4768139,-0.503428,-0.04106811,-0.3638823,0.3485787,0.85501
10.1755414,-0.4766642,-0.3233567,-0.2853614,-0.3701797,0.3388298,0.8544818
10.17805147,-0.5381743,-0.2632841,-0.2241952,-0.3692476,0.3446788,0.8511484
10.18056059,-0.4763453,-0.5030856,-0.1019717,-0.3677759,0.3398206,0.8506064
10.18306971,-0.5378555,-0.5029275,-0.2240927,-0.3653376,0.3451711,0.8540219
10.1855793,-0.5376866,-0.3828274,-0.04079269,-0.3682362,0.3427242,0.8559541
10.18808842,-0.5375177,-0.3827072,-0.2240095,-0.3672474,0.3500095,0.8618162
10.19059801,-0.5990087,-0.4425579,-0.101786,-0.3677732,0.3461358,0.8540505
10.19310713,-0.5988205,-0.3224769,-0.1017541,-0.3662915,0.3441889,0.8564363
10.19561625,-0.4753126,-0.3823466,-0.04064556,-0.3653635,0.3442092,0.8496634
10.19812584,-0.4135034,-0.4421975,-0.284939,-0.3648208,0.3427321,0.857377
10.20063591,-0.4133735,-0.3221165,-0.2237729,-0.364824,0.3427333,0.8568938
10.20314503,-0.5365634,-0.5019284,-0.2237026,-0.3658243,0.3441978,0.853533
10.20565462,-0.6597146,-0.5017707,-0.0404027,-0.3667846,0.343218,0.8549809
10.20816374,-0.4745277,-0.441642,-0.1014666,-0.3672709,0.344188,0.8554774
10.21067286,-0.4127187,-0.1416482,-0.2235878,-0.3657874,0.3427264,0.8583511
10.21318245,-0.5359088,-0.2615457,-0.2235175,-0.3686874,0.3417376,0.8607807
10.21569157,-0.5357404,-0.3214346,-0.04021766,-0.3672881,0.3475955,0.8545441
10.21820116,-0.5355722,-0.2013916,-0.04020503,-0.3653213,0.3461367,0.8569307
10.22071028,-0.5970638,-0.2013283,-0.223422,-0.369702,0.3436934,0.8554918
10.22322035,-0.4735565,-0.2612361,-0.2233518,-0.3687173,0.3461216,0.8584071
10.22572947,-0.4117478,-0.261154,-0.1622051,-0.3657893,0.3412695,0.8573704
10.22823906,-0.5965981,-0.261072,-0.2232307,-0.3677364,0.3446643,0.8588685
10.23074818,-0.4730909,-0.320961,-0.2231606,-0.3687259,0.3427238,0.8554747
10.23325777,-0.4112824,0.098937,-0.1009374,-0.3682265,0.3427206,0.8574038
10.23576737,-0.2878334,-0.1409782,-0.1619822,-0.3687172,0.3470933,0.8588998
10.23827601,-0.3494028,-0.02099183,-0.03977824,-0.3663135,0.3471124,0.8545317
10.2407856,-0.4726129,-0.08095625,-0.1008423,-0.3672438,0.3427202,0.8588457
10.24329472,-0.2874847,-0.2608439,-0.1618871,-0.3701663,0.34174,0.8578928
10.24580431,-0.2873944,-0.2007909,-0.1007598,-0.3668098,0.3461427,0.8525932
10.2483139,-0.2873041,-0.2606989,-0.03965155,-0.3667746,0.3451577,0.857416
10.2508235,-0.2872138,-0.1406749,-0.0396391,-0.3648541,0.3461457,0.8540276
10.25333262,-0.3487835,-0.3805148,-0.1617797,-0.364809,0.3461287,0.8607927
10.25584221,-0.287014,-0.1405112,-0.2228054,-0.366818,0.3456599,0.8511388
10.25835133,-0.2869239,-0.2004381,-0.1005824,-0.3648509,0.3461444,0.8545108
10.26086092,-0.3484936,-0.02046203,-0.1005508,-0.3696856,0.3456306,0.8588933
10.26337004,-0.2250644,-0.1403976,-0.1005192,-0.3702117,0.3500166,0.8550739
10.26587915,-0.2249936,-0.2003246,-0.1004876,-0.3687275,0.3432103,0.8554794
10.26838875,-0.224923,-0.2002616,-0.100456,-0.3672553,0.341267,0.8564155
10.27089882,-0.4714919,-0.2001987,-0.1004245,-0.3628604,0.3422474,0.8592899
10.27340794,-0.4096839,-0.1401648,-0.1614695,-0.3667761,0.3456441,0.8574207
10.27591705,-0.2862354,-0.08014974,-0.1614187,-0.3672654,0.3485587,0.8584194
10.27842665,-0.3478054,-0.1400956,-0.2224445,-0.3682388,0.3466121,0.8574417
10.28093576,-0.2860362,-0.08008055,-0.2834512,-0.3686954,0.3422265,0.8598189
10.28344536,-0.2242864,-0.08005539,-0.2222856,-0.3643377,0.3417633,0.8563973
10.28595448,-0.4091957,-0.1400013,-0.2222158,-0.3672453,0.3432067,0.8588505
10.28846407,-0.2857473,-0.2598993,-0.222146,-0.3672628,0.3446708,0.8569318
10.29097319,-0.4089773,0.04003743,-0.2220762,-0.3653129,0.3485629,0.8593706
10.29348326,-0.3471889,-0.1398882,-0.2220064,-0.3657883,0.3470995,0.8603266
10.29599237,-0.3470799,-0.1998153,-0.2219367,-0.3633496,0.3451619,0.8602886
10.29850197,-0.1619911,-0.07981046,-0.09971388,-0.3667669,0.3427255,0.8573923
10.30101109,-0.2236001,-0.01981436,-0.09968255,-0.368684,0.3427081,0.8617566
10.3035202,-0.3468497,-0.07977916,-0.09965123,-0.3667856,0.3466195,0.8564637
10.3060298,-0.2234209,-0.01978308,-0.09961993,-0.3653407,0.346144,0.8540314
10.30853891,-0.1616909,-0.01977686,-0.3438948,-0.3662735,0.3456397,0.859833
10.31104851,-0.2233,-0.01977065,-0.2827102,-0.3657476,0.3402821,0.8631597
10.31355763,-0.2232298,-0.1996775,-0.1604683,-0.3701706,0.3451425,0.8588924
10.3160677,-0.1614998,-0.07967272,-0.2214944,-0.3687432,0.3451596,0.8540487
10.31857681,-0.161449,-0.01967668,-0.2214248,-0.3658275,0.344199,0.8530498
10.32108641,-0.4080379,0.1002715,-0.09920222,-0.3682548,0.3475898,0.8555182
10.32359552,-0.3462498,-0.1996151,-0.2213241,-0.3702282,0.3471077,0.8511798
10.32610512,-0.2228212,-0.1395813,-0.09910152,-0.3672579,0.3451549,0.857903
10.32861424,-0.346071,-0.01959544,-0.2212235,-0.3687095,0.3446611,0.8588762
10.33112335,-0.530942,-0.1995023,-0.2822305,-0.3682627,0.3480787,0.8545565
10.33363295,-0.4074554,-0.1994397,-0.2210653,-0.3667709,0.3480715,0.8593773
10.33614206,-0.4073274,-0.01946395,-0.2820724,-0.3619091,0.3471175,0.8583631
10.33865166,-0.4688593,0.1604552,-0.2209072,-0.3662833,0.3446717,0.8578906
10.34116173,-0.4687121,0.04046277,-0.2819144,-0.3652801,0.3422343,0.8612418
10.34367085,-0.4069049,-0.139463,-0.2207493,-0.3692171,0.3441815,0.8554927
10.34617996,-0.4067771,0.280378,-0.342833,-0.3658103,0.3407916,0.8539831
10.34868956,-0.2833295,0.1003768,-0.3427253,-0.3658342,0.3422582,0.8510979
10.35119867,-0.2832405,-0.1395388,-0.2815411,-0.3662757,0.3422396,0.8578669
10.35370827,-0.4064713,0.1603601,-0.4036057,-0.3687248,0.3495255,0.8589236
10.35621738,-0.4680035,0.04036772,-0.2202493,-0.3663006,0.3471076,0.8564646
10.3587265,-0.4678565,0.04035504,-0.1591036,-0.3682294,0.3446651,0.8579059
10.3612361,-0.3443897,0.1003134,-0.09797704,-0.3682681,0.3446797,0.8521072
10.36374617,-0.2209617,0.1002819,-0.09794626,-0.3652871,0.3485532,0.8632364
10.36625528,-0.2208923,0.04027934,-0.09791549,-0.3672565,0.3436967,0.8574055
10.36876488,-0.4058026,0.2201797,-0.2200378,-0.3658226,0.3446831,0.854021
10.371274,-0.4056751,0.04019751,-0.1588921,-0.3643386,0.3461364,0.8583727
10.37378311,-0.2822278,0.1001559,-0.1588422,-0.3682428,0.341755,0.8544949
10.37629271,-0.2821392,0.1001244,-0.2809454,-0.3711619,0.3417451,0.8545179
10.37880182,-0.2203906,0.160064,-0.2197806,-0.3677656,0.3437036,0.8540268
10.38131142,-0.4053011,-0.01989933,-0.158635,-0.3648435,0.341769,0.8535017
10.38382053,-0.5284935,0.16002,-0.2807383,-0.3657793,0.3432092,0.8598055
10.38632965,-0.220028,0.2199407,-0.2806501,-0.3707165,0.3466208,0.8506956
10.38883972,-0.3432787,0.3398136,-0.2194853,-0.3687115,0.3422325,0.8574028
10.39134932,-0.2198511,0.1597939,-0.2194164,-0.3687132,0.3417473,0.8569149
10.39385843,-0.2814419,-0.1401114,-0.2193475,-0.3686857,0.3422228,0.8612686
10.39636803,-0.2813535,0.03984562,-0.2192785,-0.3687324,0.3427262,0.8545082
10.39887714,-0.2812651,0.1597752,0.02509649,-0.370179,0.3427165,0.8564526
10.40138626,-0.3428366,0.339638,-0.03598792,-0.365304,0.3437009,0.8583567
10.40389586,-0.3427289,0.3395313,-0.1581297,-0.3677346,0.3461213,0.8598492
10.40640497,-0.3426213,0.03956955,-0.15808,-0.3682676,0.3475947,0.8535854
10.40891457,-0.1575339,0.3394122,-0.09695382,-0.3682747,0.3437104,0.8506481
10.41142416,-0.2808042,0.3393056,-0.2190764,-0.3647979,0.3446669,0.8617449
10.41393375,-0.3423759,0.1592859,-0.1579311,-0.3735716,0.3436717,0.8589049
10.41644287,-0.3422683,0.1592359,-0.09680492,-0.3726149,0.3427094,0.8559884
10.41895247,-0.4038207,0.1591859,-0.157851,-0.3648139,0.3456447,0.8598216
10.42146158,-0.2803741,0.09916484,-0.09672492,-0.3667853,0.3485628,0.8574491
10.42397118,-0.1569662,0.2190757,-0.2799242,-0.3682356,0.3466109,0.8579249
10.42648077,-0.3418966,0.1590359,-0.4019893,-0.3672562,0.3456401,0.8583909
10.42898941,-0.3417892,0.03904387,-0.401863,-0.3653423,0.3456588,0.8535435
10.431499,-0.2800219,0.09900263,-0.2795837,-0.3633793,0.3505176,0.8584077
10.43400908,-0.2799339,0.2788846,-0.2794958,-0.3648509,0.3461444,0.8545108
10.43651819,-0.3415059,0.1588549,-0.3404846,-0.3687308,0.3422398,0.8545035
10.43902731,-0.2797387,0.09883401,0.02608163,-0.3653232,0.3446798,0.8559501
10.4415369,-0.4029706,-0.0811101,0.02607344,-0.3687066,0.3427165,0.858374
10.44404602,-0.402844,0.2187705,-0.2182409,-0.3657976,0.3398151,0.8554233
10.44655562,-0.3410575,0.2786728,-0.2181723,-0.3721173,0.3412494,0.8569369
10.44906473,-0.2176306,0.09867217,-0.1570273,-0.3707007,0.3446714,0.8521263
10.45157433,-0.340882,0.2185832,-0.279131,-0.3691881,0.3441706,0.8598417
10.45408344,-0.279115,0.09857249,-0.09581371,-0.3696724,0.337366,0.8568799
10.45659351,-0.2790273,0.0385705,-0.1568601,-0.3701856,0.3417472,0.8549934
10.45910263,-0.4639194,0.09852941,-0.3400405,-0.3697005,0.3432069,0.855487
10.46161223,-0.2787939,0.2184405,-0.2177806,-0.3677624,0.3437024,0.85451
10.46412134,-0.1553866,0.2183719,-0.2787887,-0.3672784,0.3475919,0.8559937
10.46663046,-0.3403175,0.0383902,-0.2176246,-0.3652831,0.3432072,0.8612513
10.46914005,-0.3402105,0.03837814,-0.03432658,-0.366253,0.3432027,0.8617422
10.47164917,-0.2784438,0.1583081,-0.09539235,-0.3663071,0.34711,0.8554981
10.47415876,-0.3400162,0.03831635,-0.278592,-0.3667859,0.3446761,0.8554783
10.47666788,-0.524889,0.2781884,-0.2174279,-0.3711683,0.3417476,0.8535514
10.47917748,-0.5247241,0.278101,-0.1562831,-0.3721156,0.3417346,0.8574249
10.48168707,-0.3395796,0.2780136,-0.2783871,-0.3682445,0.3412698,0.8540069
10.48419666,-0.1544932,0.3378973,-0.2172231,-0.3682573,0.3412746,0.852074
10.48670578,-0.1544447,0.2178491,-0.1560783,-0.3667698,0.3446701,0.8578944
10.48921537,-0.277716,0.1578097,-0.2171058,-0.3687345,0.3495291,0.8574739
10.49172449,-0.4626084,0.3976442,-0.155961,-0.3706445,0.3431928,0.8598437
10.49423361,-0.4008032,0.2775772,-0.155912,-0.3691758,0.3402791,0.8598039
10.4967432,-0.1540377,0.217519,-0.1558631,-0.3667697,0.3456417,0.8583871
10.49925232,-0.1539893,0.03753758,-0.09473756,-0.3662811,0.3388405,0.8554176
10.50176239,-0.2772607,0.1574678,-0.2779374,-0.3711266,0.3407602,0.8593407
10.50427198,-0.1538538,0.1574184,-0.2167736,-0.3687339,0.3432127,0.8545129
10.5067811,-0.2154654,0.09739789,-0.1556289,-0.3701776,0.3412583,0.8559551
10.50929022,-0.09207789,0.1573383,-0.15558,-0.3672504,0.341751,0.8573866
10.51681852,0.03142551,0.2770944,-0.2165867,-0.3687225,0.3436943,0.8564506
10.51932764,-0.03024426,0.3369784,-0.0943656,-0.3721296,0.3451408,0.8569748
10.52183676,-0.1535546,0.2769015,-0.2775656,-0.3691897,0.3436854,0.8593538
10.52434635,-0.2151662,0.2768145,-0.09424876,-0.3687119,0.3393175,0.8559247
10.52685642,-0.1534387,0.2767276,-0.0331426,-0.3647877,0.3383469,0.8602337
10.52936554,-0.1533905,0.2166696,-0.09420873,-0.3672278,0.3417425,0.8607692
10.53187513,-0.2150022,0.0966595,0.02797394,-0.372104,0.3441595,0.8603479
10.53438425,-0.1532748,0.1566001,0.02796516,-0.3692312,0.3466161,0.8545499
10.53689337,-0.2148865,0.09657993,-0.1552732,-0.3648434,0.3427406,0.8539944
10.53940296,-0.02983932,0.2764626,-0.3384541,-0.367745,0.3412666,0.855936
10.54191208,-0.09148984,0.1564338,-0.1551181,-0.367725,0.3451459,0.8608062
10.54442167,0.0318587,0.1563846,-0.1550694,-0.3677487,0.3485559,0.8589064
10.54693079,-0.02981121,0.2163065,-0.2160972,-0.3706573,0.3441693,0.8584035
10.54944086,-0.2147815,0.2162385,0.02827681,-0.3711381,0.3393069,0.8569103
10.55194998,-0.09139427,0.2761416,0.08934447,-0.3662829,0.3475867,0.8593687
10.55445957,-0.09136555,0.3959969,-0.09391322,-0.3653299,0.342739,0.8539982
10.55696869,-0.1529967,0.1559884,-0.03280717,-0.3648305,0.3427357,0.8559273
10.55947828,-0.3379284,0.2159104,0.08935621,-0.3653136,0.3437046,0.8569071
10.5619874,-0.2145024,0.2158426,-0.154978,-0.3701847,0.3475772,0.8579496
10.56449652,-0.02945534,0.09583277,-0.1549293,-0.371176,0.3441797,0.8535751
10.56700611,-0.09110598,0.2157447,-0.09380412,-0.3697003,0.3441786,0.8559797
10.56951523,-0.337717,0.1557059,-0.03269811,-0.3711536,0.3431996,0.856465
10.5720253,-0.3376109,0.215628,0.0283887,-0.3677656,0.3437036,0.8540268
10.57453442,-0.0908652,0.2155603,0.02837978,-0.3692397,0.3432183,0.8516174
10.57704401,-0.09083665,0.03557948,-0.1548588,-0.3692204,0.343211,0.8545167
10.57955313,-0.152468,0.09553933,-0.2158866,-0.3701534,0.3417351,0.8598257
10.58206272,-0.1524201,0.3353934,-0.09366574,-0.3692172,0.3432098,0.855
10.58457184,-0.1523722,0.09540395,-0.03255977,-0.3701887,0.3427201,0.8550029
10.58708143,-0.2756442,0.155345,-0.03254954,-0.3701618,0.3393089,0.8573859
10.58959055,-0.4605373,0.1552962,-0.09361586,-0.3677223,0.3422298,0.8598113
10.59209967,-0.213753,0.1552474,-0.2157395,-0.3701566,0.3417363,0.8593425
10.59460974,-0.2136858,-0.02471443,-0.1545952,-0.3682164,0.3456319,0.8603315
10.59711933,-0.2752786,0.09523538,-0.0934701,-0.3687333,0.3470993,0.8564838
10.59711933,-0.2752786,0.09523538,-0.0934701,-0.3687333,0.3470993,0.8564838
10.59962845,-0.2135322,0.2151475,-0.09344074,-0.3706751,0.3436901,0.8554994
10.60213757,-0.2134651,0.1551089,-0.03233484,-0.3672198,0.3412537,0.8617309
10.60464716,-0.3983778,0.09508914,-0.09340122,-0.365802,0.342246,0.8559301
10.60715628,-0.2749328,0.3349433,-0.1544484,-0.3696876,0.3432021,0.85742
10.60966587,-0.02820685,0.2148961,-0.09332336,-0.3686939,0.34174,0.8598142
10.61217499,-0.1515178,-0.08502653,-0.0322175,-0.3638309,0.3373846,0.8573172
10.61468458,-0.3981098,0.09491324,-0.09328392,-0.3657924,0.3422424,0.8573799
10.61719418,-0.1513451,0.09488343,0.02889846,-0.3706881,0.3427233,0.8530738
10.61970377,-0.2129575,0.09485361,-0.09326369,-0.3677832,0.3441961,0.8516154
10.62221289,-0.02791087,0.1547948,-0.03215785,-0.3662617,0.3388333,0.858317
10.62472248,-0.0279021,0.1547462,-0.1543008,-0.3667684,0.3432119,0.857397
10.6272316,-0.08955323,0.2146686,-0.09317581,-0.3706499,0.3397937,0.8573944
10.62974072,-0.151185,0.1546302,-0.2152996,-0.3667493,0.342233,0.8598037
10.63225031,-0.2744573,0.1545816,-0.03200236,-0.3648033,0.341268,0.8592957
10.63475943,-0.1510513,0.154533,-0.03199231,-0.3682236,0.3407761,0.8569016
10.63726902,-0.08934392,0.1544845,-0.03198225,-0.3706749,0.3446617,0.8559921
10.63977814,0.03400394,0.09446491,-0.03197221,-0.3701456,0.3402745,0.8602947
10.64228821,-0.08932654,-0.02550681,-0.03196216,-0.3652726,0.3388305,0.8607255
10.64479733,-0.08929847,0.09444325,-0.09302866,-0.3696908,0.3432033,0.8569368
10.64730692,0.09570928,0.09441358,-0.154076,-0.3711219,0.3402725,0.8598191
10.64981604,-0.02764059,-0.02555813,0.02920204,-0.3692152,0.3456384,0.8564734
10.65232563,-0.1509517,0.154363,-0.03188367,-0.3696908,0.3432033,0.8569368
10.65483475,-0.02758449,0.03437242,-0.03187365,-0.3731058,0.3451388,0.8564992
10.65734387,-0.08923572,-0.0256094,-0.1540167,-0.3721283,0.3427111,0.8559846
10.65985346,-0.1508676,0.03436967,0.1514144,-0.3687295,0.3407817,0.8540061
10.66236353,-0.08916029,-0.1455542,0.1513668,-0.3662824,0.3402986,0.8559151
10.66487265,-0.02747238,-0.08553743,0.0902427,-0.3691724,0.3412496,0.8607797
10.66738176,0.03419615,0.09440249,0.2123674,-0.3716162,0.3417314,0.859354
10.66989136,-0.08913439,0.03440181,0.1512242,-0.3681949,0.3388218,0.8602652
10.67240048,-0.08910639,0.2143041,-0.03205295,-0.3691722,0.3422212,0.8612724
10.67491007,-0.0890784,0.03432368,0.02903365,-0.3682653,0.3417635,0.8511124
10.67741919,-0.02739051,-0.1456002,-0.09312855,-0.3658053,0.3422472,0.8554469
10.67992878,0.09593789,0.2142717,0.09013033,-0.3653199,0.3446786,0.8564333
10.6824379,-0.08907194,0.1542334,0.2122551,-0.3701544,0.3451365,0.8613085
10.68494701,-0.02738406,-0.02572815,0.09003533,-0.3701433,0.3446464,0.8627535
10.68745709,-0.02737546,0.154193,-0.09322257,-0.3682039,0.3427121,0.8607863
10.68996668,-0.1506867,0.2141156,-0.03211674,-0.3667781,0.3432156,0.8559473
10.6924758,-0.08897942,0.03413524,-0.03210665,-0.3648506,0.3480878,0.8554962
10.69498491,-0.1506114,-0.08581752,0.09005651,-0.371149,0.3417403,0.8564508
10.69749451,0.03441565,0.03415148,-0.03212486,-0.3691753,0.3431941,0.8612819
10.70000362,0.2193845,0.1540828,-0.09319131,-0.3667278,0.3456259,0.864669
10.70251322,0.09599582,0.03409234,0.09006759,-0.3682394,0.3427255,0.8554708
10.70502234,0.09596566,0.09405266,0.02896275,-0.3662902,0.3417592,0.855446
10.70753193,0.1575954,0.3938782,-0.09319943,-0.3657905,0.3436993,0.8583605
10.71004152,0.3425256,0.2138414,-0.1542467,-0.3692011,0.3432038,0.8574161
10.71255112,0.4040779,0.09383219,0.02903139,-0.3682397,0.3407821,0.8544855
10.71506023,0.1573114,0.03383168,-0.03205426,-0.3672809,0.3422484,0.8530424
10.71756983,0.1572619,0.09379208,-0.03204419,-0.3686762,0.3412476,0.8622255
10.72007895,0.2805323,0.1537336,0.1511955,-0.3682056,0.3422269,0.8602983
10.72258806,0.2804442,-0.02622773,0.0289949,-0.3706675,0.3402863,0.854983
10.72509766,0.2186962,0.09372255,-0.1542438,-0.370171,0.3422276,0.8574143
10.72760677,0.09530768,0.09369311,0.1511873,-0.36772,0.3466016,0.86227
10.73011637,0.2802574,0.3335477,0.0900633,-0.3682259,0.3466073,0.8593746
10.73262644,0.2801694,0.03358786,0.02895846,-0.3663151,0.3475988,0.8545365
10.73513556,0.2184215,0.03357731,0.212179,-0.3697152,0.3417549,0.8525735
10.73764467,0.2183529,0.2134798,0.1510358,-0.3702151,0.3490462,0.8540981
10.74015427,0.2799442,-0.02647132,0.1509883,-0.3687524,0.3480783,0.8540771
10.74266338,0.3415161,0.1534501,0.02878783,-0.3658347,0.3495462,0.8545516
10.74517298,0.218089,0.09343082,0.1509319,-0.3667764,0.3437008,0.8564353
10.7476821,0.03304081,0.2133435,0.02873137,-0.3701549,0.3422215,0.8598304
10.75019121,0.2180101,0.1533055,0.1508754,-0.3643131,0.3441834,0.8612531
10.75270081,0.1562817,-0.08662678,0.08975148,-0.3672899,0.3461387,0.8535635
10.75520992,0.09457274,0.0933135,0.02864674,-0.3682457,0.3436995,0.8549971
10.75771999,0.09454302,0.03331316,0.02863774,-0.3653302,0.3407956,0.8530129
10.76022959,0.2178331,0.03330269,-0.03244779,-0.3696977,0.3402907,0.8544922
10.76273871,0.1561048,0.03329223,-0.0324376,-0.3706637,0.3441717,0.8574371
10.76524782,0.09439585,0.03328177,0.02864913,-0.3696733,0.3417391,0.8588554
10.76775742,-0.0289536,-0.0266997,0.2118697,-0.3662818,0.3441853,0.8578859
10.77026653,0.03271539,0.1532218,0.2118032,-0.370189,0.3407768,0.8540175
10.77277613,-0.09061468,-0.08671047,0.1506601,-0.3701488,0.3402758,0.8598115
10.77528524,0.03273358,0.09322984,-0.03261684,-0.3697163,0.3451563,0.8540564
10.77779532,-0.1522564,-0.02674149,0.150623,-0.3711682,0.3427192,0.8540441
10.78030443,0.03277113,-0.2666172,0.02842263,-0.3677723,0.3417627,0.852075
10.78281403,-0.09055896,-0.08662035,0.08949024,-0.3652848,0.342722,0.8607634
10.78532314,-0.09053051,-0.1465642,0.2116152,-0.3672614,0.3432128,0.8564344
10.78783274,0.1561375,0.09336597,0.08939564,-0.3696875,0.3441738,0.8579127
10.79034185,-0.02889123,-0.2065185,-0.09386206,-0.3701721,0.345629,0.8588971
10.79285097,-0.09054205,-0.2664246,0.1504736,-0.3682041,0.3417405,0.8602936
10.79536057,-0.02885371,-0.1463989,0.08934978,-0.3663025,0.3456506,0.8554839
